symbol	name	chrom	start	end	strand
TYROBP	transmembrane immune signaling adaptor TYROBP	chr19	35904401	35908301	-
LRFN3	leucine rich repeat and fibronectin type III domain containing 3	chr19	35935358	35946624	+
SDHAF1	succinate dehydrogenase complex assembly factor 1	chr19	35995188	35996312	+
SYNE4	spectrin repeat containing nuclear envelope family member 4	chr19	36003282	36008831	-
ALKBH6	alkB homolog 6	chr19	36009120	36014297	-
CLIP3	CAP-Gly domain containing linker protein 3	chr19	36014660	36033343	-
THAP8	THAP domain containing 8	chr19	36034984	36054739	-
WDR62	WD repeat domain 62	chr19	36054649	36105108	+
OVOL3	ovo like zinc finger 3	chr19	36111116	36113711	+
POLR2I	RNA polymerase II subunit I	chr19	36113709	36115213	-
TBCB	tubulin folding cofactor B	chr19	36114289	36125947	+
CAPNS1	calpain small subunit 1	chr19	36139953	36150356	+
COX7A1	cytochrome c oxidase subunit 7A1	chr19	36150922	36152449	-
ZNF565	zinc finger protein 565	chr19	36181542	36246257	-
ZNF146	zinc finger protein 146	chr19	36214602	36238774	+
ZFP14	ZFP14 zinc finger protein	chr19	36334453	36379201	-
ZFP82	ZFP82 zinc finger protein	chr19	36383120	36418667	-
ZNF566	zinc finger protein 566	chr19	36445119	36489902	-
ZNF260	zinc finger protein 260	chr19	36510687	36528696	-
ZNF529	zinc finger protein 529	chr19	36534774	36605276	-
ZNF382	zinc finger protein 382	chr19	36604817	36634114	+
ZNF461	zinc finger protein 461	chr19	36636618	36666853	-
ZNF567	zinc finger protein 567	chr19	36687268	36727701	+
ZNF850	zinc finger protein 850	chr19	36714383	36772825	-
ZNF790	zinc finger protein 790	chr19	36816904	36850787	-
ZNF345	zinc finger protein 345	chr19	36850338	36913029	+
ZNF829	zinc finger protein 829	chr19	36888124	36916291	-
ZNF568	zinc finger protein 568	chr19	36916316	37005037	+
ZNF420	zinc finger protein 420	chr19	37007823	37130368	+
ZNF585A	zinc finger protein 585A	chr19	37106734	37172741	-
ZNF585B	zinc finger protein 585B	chr19	37181579	37218153	-
ZNF383	zinc finger protein 383	chr19	37217926	37248740	+
ZNF875	zinc finger protein 875	chr19	37312837	37369365	+
ZNF527	zinc finger protein 527	chr19	37371061	37393066	+
ZNF569	zinc finger protein 569	chr19	37410878	37469282	-
ZNF570	zinc finger protein 570	chr19	37467508	37488652	+
ZNF793	zinc finger protein 793	chr19	37506428	37548762	+
ZNF540	zinc finger protein 540	chr19	37551406	37614179	+
ZNF571	zinc finger protein 571	chr19	37554782	37595134	-
ZFP30	ZFP30 zinc finger protein	chr19	37613749	37692337	-
ZNF607	zinc finger protein 607	chr19	37696363	37719775	-
ZNF573	zinc finger protein 573	chr19	37735833	37817300	-
WDR87	WD repeat domain 87	chr19	37884823	37906677	-
SIPA1L3	signal induced proliferation associated 1 like 3	chr19	37907208	38208369	+
DPF1	double PHD fingers 1	chr19	38211006	38229714	-
SPINT2	serine peptidase inhibitor, Kunitz type 2	chr19	38244035	38292615	+
PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A	chr19	38251237	38256557	-
YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein	chr19	38303558	38317273	-
C19orf33	chromosome 19 open reading frame 33	chr19	38304164	38305006	+
KCNK6	potassium two pore domain channel subfamily K member 6	chr19	38319845	38332076	+
CATSPERG	cation channel sperm associated auxiliary subunit gamma	chr19	38335775	38370943	+
PSMD8	proteasome 26S subunit, non-ATPase 8	chr19	38374563	38383850	+
GGN	gametogenetin	chr19	38384267	38388274	-
SPRED3	sprouty related EVH1 domain containing 3	chr19	38388421	38399588	+
FAM98C	family with sequence similarity 98 member C	chr19	38403093	38409088	+
RASGRP4	RAS guanyl releasing protein 4	chr19	38409051	38426305	-
RYR1	ryanodine receptor 1	chr19	38433691	38595273	+
MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	chr19	38587641	38619161	-
EIF3K	eukaryotic translation initiation factor 3 subunit K	chr19	38619055	38636959	+
ACTN4	actinin alpha 4	chr19	38647605	38731589	+
CAPN12	calpain 12	chr19	38730187	38769904	-
LGALS7	galectin 7	chr19	38770968	38773517	-
LGALS7B	galectin 7B	chr19	38789200	38791754	+
LGALS4	galectin 4	chr19	38801671	38813070	-
ECH1	enoyl-CoA hydratase 1	chr19	38815417	38831874	-
HNRNPL	heterogeneous nuclear ribonucleoprotein L	chr19	38836370	38852347	-
RINL	Ras and Rab interactor like	chr19	38867830	38878275	-
SIRT2	sirtuin 2	chr19	38878555	38900501	-
NFKBIB	NFKB inhibitor beta	chr19	38899700	38908893	+
CCER2	coiled-coil glutamate rich protein 2	chr19	38908980	38912186	-
SARS2	seryl-tRNA synthetase 2, mitochondrial	chr19	38915266	38930768	-
MRPS12	mitochondrial ribosomal protein S12	chr19	38930923	38933183	+
FBXO17	F-box protein 17	chr19	38941401	38976773	-
FBXO27	F-box protein 27	chr19	38990714	39033773	-
ACP7	acid phosphatase 7, tartrate resistant (putative)	chr19	39083913	39111497	+
PAK4	p21 (RAC1) activated kinase 4	chr19	39125728	39182816	+
NCCRP1	NCCRP1, F-box associated domain containing	chr19	39196964	39201884	+
SYCN	syncollin	chr19	39202825	39204263	-
IFNL3	interferon lambda 3	chr19	39243455	39245250	-
IFNL4	interferon lambda 4 (gene/pseudogene)	chr19	39246314	39248856	-
IFNL2	interferon lambda 2	chr19	39268396	39270188	+
IFNL1	interferon lambda 1	chr19	39296407	39298673	+
LRFN1	leucine rich repeat and fibronectin type III domain containing 1	chr19	39306566	39320966	-
GMFG	glia maturation factor gamma	chr19	39328353	39342372	-
SAMD4B	sterile alpha motif domain containing 4B	chr19	39342421	39385710	+
PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	chr19	39385629	39391154	-
MED29	mediator complex subunit 29	chr19	39391303	39400641	+
ZFP36	ZFP36 ring finger protein	chr19	39406847	39409407	+
PLEKHG2	pleckstrin homology and RhoGEF domain containing G2	chr19	39412669	39428415	+
RPS16	ribosomal protein S16	chr19	39433136	39436131	-
SUPT5H	SPT5 homolog, DSIF elongation factor subunit	chr19	39436156	39476670	+
TIMM50	translocase of inner mitochondrial membrane 50	chr19	39479795	39493785	+
DLL3	delta like canonical Notch ligand 3	chr19	39498895	39508481	+
SELENOV	selenoprotein V	chr19	39515139	39520675	+
EID2B	EP300 interacting inhibitor of differentiation 2B	chr19	39530987	39532852	-
EID2	EP300 interacting inhibitor of differentiation 2	chr19	39538707	39540161	-
LGALS13	galectin 13	chr19	39602524	39607474	+
LGALS16	galectin 16	chr19	39655913	39660647	+
LGALS14	galectin 14	chr19	39704481	39709444	+
CLC	Charcot-Leyden crystal galectin	chr19	39731255	39738029	-
LEUTX	leucine twenty homeobox	chr19	39776595	39786291	+
DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	chr19	39825350	39834201	-
FBL	fibrillarin	chr19	39834453	39846440	-
FCGBP	Fc gamma binding protein	chr19	39863323	39934626	-
PSMC4	proteasome 26S subunit, ATPase 4	chr19	39971162	39981764	+
ZNF546	zinc finger protein 546	chr19	39984134	40021038	+
ZNF780B	zinc finger protein 780B	chr19	40028260	40056231	-
ZNF780A	zinc finger protein 780A	chr19	40069152	40091140	-
MAP3K10	mitogen-activated protein kinase kinase kinase 10	chr19	40191426	40215578	+
TTC9B	tetratricopeptide repeat domain 9B	chr19	40216058	40218388	-
CCNP	cyclin P	chr19	40222208	40226697	-
AKT2	AKT serine/threonine kinase 2	chr19	40230317	40285536	-
C19orf47	chromosome 19 open reading frame 47	chr19	40319536	40348527	-
PLD3	phospholipase D family member 3	chr19	40348453	40389472	+
HIPK4	homeodomain interacting protein kinase 4	chr19	40379271	40390181	-
PRX	periaxin	chr19	40393764	40415070	-
SERTAD1	SERTA domain containing 1	chr19	40421589	40425992	-
SERTAD3	SERTA domain containing 3	chr19	40440642	40445114	-
BLVRB	biliverdin reductase B	chr19	40447765	40465826	-
SPTBN4	spectrin beta, non-erythrocytic 4	chr19	40466241	40576464	+
SHKBP1	SH3KBP1 binding protein 1	chr19	40576844	40591399	+
LTBP4	latent transforming growth factor beta binding protein 4	chr19	40592883	40629821	+
NUMBL	NUMB like endocytic adaptor protein	chr19	40665905	40690972	-
COQ8B	coenzyme Q8B	chr19	40691514	40725784	-
ITPKC	inositol-trisphosphate 3-kinase C	chr19	40717112	40740860	+
ACTMAP	actin maturation protease	chr19	40740856	40751803	-
SNRPA	small nuclear ribonucleoprotein polypeptide A	chr19	40750585	40765393	+
MIA	MIA SH3 domain containing	chr19	40768997	40777490	+
RAB4B	RAB4B, member RAS oncogene family	chr19	40778195	40798690	+
EGLN2	egl-9 family hypoxia inducible factor 2	chr19	40798996	40808444	+
CYP2A6	cytochrome P450 family 2 subfamily A member 6	chr19	40843533	40850450	-
CYP2A7	cytochrome P450 family 2 subfamily A member 7	chr19	40875432	40882752	-
CYP2B6	cytochrome P450 family 2 subfamily B member 6	chr19	40991281	41018398	+
CYP2A13	cytochrome P450 family 2 subfamily A member 13	chr19	41088451	41096195	+
CYP2F1	cytochrome P450 family 2 subfamily F member 1	chr19	41114432	41128381	+
CYP2S1	cytochrome P450 family 2 subfamily S member 1	chr19	41193045	41207540	+
AXL	AXL receptor tyrosine kinase	chr19	41219174	41261766	+
HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	chr19	41262496	41307787	+
TGFB1	transforming growth factor beta 1	chr19	41301587	41353961	-
CCDC97	coiled-coil domain containing 97	chr19	41310172	41324873	+
TMEM91	transmembrane protein 91	chr19	41350911	41384083	+
B9D2	B9 domain containing 2	chr19	41354417	41364165	-
EXOSC5	exosome component 5	chr19	41386353	41397441	-
BCKDHA	branched chain keto acid dehydrogenase E1 subunit alpha	chr19	41397793	41425005	+
B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	chr19	41425359	41428730	-
DMAC2	distal membrane arm assembly component 2	chr19	41431318	41440717	-
ERICH4	glutamate rich 4	chr19	41443156	41444765	+
CEACAM21	CEA cell adhesion molecule 21	chr19	41549518	41586844	+
CEACAM4	CEA cell adhesion molecule 4	chr19	41619015	41627074	-
CEACAM7	CEA cell adhesion molecule 7	chr19	41673298	41706976	-
CEACAM5	CEA cell adhesion molecule 5	chr19	41708585	41730519	+
CEACAM6	CEA cell adhesion molecule 6	chr19	41750977	41772211	+
CEACAM3	CEA cell adhesion molecule 3	chr19	41796587	41811554	+
LYPD4	LY6/PLAUR domain containing 4	chr19	41837074	41844697	-
DMRTC2	DMRT like family C2	chr19	41844743	41852333	+
RPS19	ribosomal protein S19	chr19	41860255	41872925	+
CD79A	CD79a molecule	chr19	41877279	41881372	+
ARHGEF1	Rho guanine nucleotide exchange factor 1	chr19	41883079	41930150	+
ERFL	ETS repressor factor like	chr19	41907704	41928449	-
RABAC1	Rab acceptor 1	chr19	41956681	41959370	-
ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	chr19	41966582	41997497	-
GRIK5	glutamate ionotropic receptor kainate type subunit 5	chr19	41998316	42070240	-
ZNF574	zinc finger protein 574	chr19	42068477	42081552	+
POU2F2	POU class 2 homeobox 2	chr19	42086110	42196585	-
DEDD2	death effector domain containing 2	chr19	42198593	42220140	-
ZNF526	zinc finger protein 526	chr19	42216774	42228201	+
GSK3A	glycogen synthase kinase 3 alpha	chr19	42226225	42242625	-
ERF	ETS2 repressor factor	chr19	42247569	42255131	-
CIC	capicua transcriptional repressor	chr19	42268537	42295801	+
PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	chr19	42297023	42303546	-
PRR19	proline rich 19	chr19	42302098	42310814	+
TMEM145	transmembrane protein 145	chr19	42313309	42325064	+
MEGF8	multiple EGF like domains 8	chr19	42325609	42378769	+
CNFN	cornifelin	chr19	42387019	42390297	-
LIPE	lipase E, hormone sensitive type	chr19	42401497	42427388	-
CXCL17	C-X-C motif chemokine ligand 17	chr19	42428278	42442996	-
CEACAM1	CEA cell adhesion molecule 1	chr19	42507304	42561234	-
CEACAM8	CEA cell adhesion molecule 8	chr19	42580243	42595055	-
PSG3	pregnancy specific beta-1-glycoprotein 3	chr19	42721638	42740481	-
PSG8	pregnancy specific beta-1-glycoprotein 8	chr19	42752686	42765678	-
PSG1	pregnancy specific beta-1-glycoprotein 1	chr19	42866464	42879822	-
PSG6	pregnancy specific beta-1-glycoprotein 6	chr19	42902086	42919563	-
PSG7	pregnancy specific beta-1-glycoprotein 7	chr19	42924132	42937207	-
PSG11	pregnancy specific beta-1-glycoprotein 11	chr19	43007656	43026474	-
PSG2	pregnancy specific beta-1-glycoprotein 2	chr19	43064209	43083045	-
PSG5	pregnancy specific beta-1-glycoprotein 5	chr19	43166256	43186536	-
PSG4	pregnancy specific beta-1-glycoprotein 4	chr19	43192702	43207299	-
PSG9	pregnancy specific beta-1-glycoprotein 9	chr19	43211791	43269530	-
CD177	CD177 molecule	chr19	43353686	43364395	+
TEX101	testis expressed 101	chr19	43401496	43418597	+
LYPD3	LY6/PLAUR domain containing 3	chr19	43460787	43465608	-
PHLDB3	pleckstrin homology like domain family B member 3	chr19	43473625	43505301	-
ETHE1	ETHE1 persulfide dioxygenase	chr19	43506719	43527257	-
ZNF575	zinc finger protein 575	chr19	43525497	43536498	+
XRCC1	X-ray repair cross complementing 1	chr19	43543306	43580473	-
PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	chr19	43575801	43583964	+
IRGQ	immunity related GTPase Q	chr19	43584367	43596145	-
ZNF576	zinc finger protein 576	chr19	43596392	43601189	+
SRRM5	serine/arginine repetitive matrix 5	chr19	43596617	43614498	+
ZNF428	zinc finger protein 428	chr19	43607223	43619639	-
CADM4	cell adhesion molecule 4	chr19	43622366	43639850	-
PLAUR	plasminogen activator, urokinase receptor	chr19	43646095	43670547	-
IRGC	immunity related GTPase cinema	chr19	43716076	43720021	+
SMG9	SMG9 nonsense mediated mRNA decay factor	chr19	43727983	43755054	-
KCNN4	potassium calcium-activated channel subfamily N member 4	chr19	43766517	43781021	-
LYPD5	LY6/PLAUR domain containing 5	chr19	43785874	43827206	-
ZNF283	zinc finger protein 283	chr19	43827321	43852017	+
ZNF404	zinc finger protein 404	chr19	43872365	43901809	-
ZNF45	zinc finger protein 45	chr19	43910549	43935306	-
ZNF221	zinc finger protein 221	chr19	43951204	43967709	+
ZNF155	zinc finger protein 155	chr19	43967862	43998326	+
ZNF230	zinc finger protein 230	chr19	44002934	44013924	+
ZNF222	zinc finger protein 222	chr19	44025337	44033222	+
ZNF223	zinc finger protein 223	chr19	44051367	44067999	+
ZNF284	zinc finger protein 284	chr19	44072138	44089613	+
ZNF224	zinc finger protein 224	chr19	44094326	44109886	+
ZNF225	zinc finger protein 225	chr19	44112181	44135055	+
ZNF234	zinc finger protein 234	chr19	44141355	44160313	+
ZNF226	zinc finger protein 226	chr19	44165073	44178381	+
ZNF227	zinc finger protein 227	chr19	44207475	44238179	+
ZNF235	zinc finger protein 235	chr19	44228729	44305046	-
ZNF233	zinc finger protein 233	chr19	44259880	44275878	+
ZNF112	zinc finger protein 112	chr19	44326555	44367217	-
ZNF285	zinc finger protein 285	chr19	44382298	44401608	-
ZNF229	zinc finger protein 229	chr19	44417519	44448578	-
ZNF180	zinc finger protein 180	chr19	44470957	44500540	-
CEACAM20	CEA cell adhesion molecule 20	chr19	44501677	44529788	-
IGSF23	immunoglobulin superfamily member 23	chr19	44613563	44636787	+
PVR	PVR cell adhesion molecule	chr19	44643798	44666162	+
CEACAM19	CEA cell adhesion molecule 19	chr19	44662278	44684360	+
CEACAM16	CEA cell adhesion molecule 16, tectorial membrane component	chr19	44699151	44710718	+
BCL3	BCL3 transcription coactivator	chr19	44747705	44760044	+
CBLC	Cbl proto-oncogene C	chr19	44777845	44802291	+
BCAM	basal cell adhesion molecule (Lutheran blood group)	chr19	44809070	44821421	+
NECTIN2	nectin cell adhesion molecule 2	chr19	44846175	44889228	+
TOMM40	translocase of outer mitochondrial membrane 40	chr19	44890569	44903695	+
APOE	apolipoprotein E	chr19	44903787	44909396	+
APOC1	apolipoprotein C1	chr19	44913133	44920054	+
APOC4	apolipoprotein C4	chr19	44942235	44945496	+
APOC2	apolipoprotein C2	chr19	44945709	44949580	+
CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking	chr19	44954585	44993341	+
RELB	RELB proto-oncogene, NF-kB subunit	chr19	45001461	45038192	+
CLASRP	CLK4 associating serine/arginine rich protein	chr19	45039045	45070956	+
ZNF296	zinc finger protein 296	chr19	45071500	45076478	-
GEMIN7	gem nuclear organelle associated protein 7	chr19	45075575	45091518	+
MARK4	microtubule affinity regulating kinase 4	chr19	45079288	45305284	+
PPP1R37	protein phosphatase 1 regulatory subunit 37	chr19	45091396	45148077	+
NKPD1	NTPase KAP family P-loop domain containing 1	chr19	45149744	45160982	-
TRAPPC6A	trafficking protein particle complex subunit 6A	chr19	45162928	45178265	-
BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3	chr19	45178745	45216933	+
EXOC3L2	exocyst complex component 3 like 2	chr19	45212370	45245407	-
CKM	creatine kinase, M-type	chr19	45306411	45323372	-
KLC3	kinesin light chain 3	chr19	45333434	45351537	+
ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	chr19	45349773	45370918	-
PPP1R13L	protein phosphatase 1 regulatory subunit 13 like	chr19	45379634	45406349	-
POLR1G	RNA polymerase I subunit G	chr19	45406644	45410737	+
ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	chr19	45407333	45478867	-
FOSB	FosB proto-oncogene, AP-1 transcription factor subunit	chr19	45467995	45475179	+
RTN2	reticulon 2	chr19	45485294	45497055	-
PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	chr19	45488777	45503129	+
VASP	vasodilator stimulated phosphoprotein	chr19	45506579	45526991	+
OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3	chr19	45527767	45602212	-
GPR4	G protein-coupled receptor 4	chr19	45589764	45602556	-
EML2	EMAP like 2	chr19	45606994	45645602	-
GIPR	gastric inhibitory polypeptide receptor	chr19	45668221	45683722	+
SNRPD2	small nuclear ribonucleoprotein D2 polypeptide	chr19	45687460	45692569	-
QPCTL	glutaminyl-peptide cyclotransferase like	chr19	45692403	45703989	+
FBXO46	F-box protein 46	chr19	45710624	45730919	-
MEIOSIN	meiosis initiator	chr19	45733439	45764541	+
SIX5	SIX homeobox 5	chr19	45764785	45769252	-
DMPK	DM1 protein kinase	chr19	45769709	45782552	-
DMWD	DM1 locus, WD repeat containing	chr19	45782947	45792845	-
RSPH6A	radial spoke head 6 homolog A	chr19	45795713	45815308	-
SYMPK	symplekin scaffold protein	chr19	45815410	45866862	-
FOXA3	forkhead box A3	chr19	45863989	45873798	+
IRF2BP1	interferon regulatory factor 2 binding protein 1	chr19	45883608	45886141	-
MYPOP	Myb related transcription factor, partner of profilin	chr19	45890020	45902808	-
NANOS2	nanos C2HC-type zinc finger 2	chr19	45913214	45914778	-
NOVA2	NOVA alternative splicing regulator 2	chr19	45933734	45974044	-
CCDC61	coiled-coil domain containing 61	chr19	45995444	46021318	+
PGLYRP1	peptidoglycan recognition protein 1	chr19	46019153	46023053	-
IGFL4	IGF like family member 4	chr19	46039182	46077118	-
IGFL3	IGF like family member 3	chr19	46120067	46124688	-
IGFL2	IGF like family member 2	chr19	46143106	46161298	+
IGFL1	IGF like family member 1	chr19	46229742	46231243	+
HIF3A	hypoxia inducible factor 3 subunit alpha	chr19	46297042	46343433	+
PPP5C	protein phosphatase 5 catalytic subunit	chr19	46347003	46392981	+
CCDC8	coiled-coil domain containing 8	chr19	46410329	46413564	-
PNMA8C	PNMA family member 8C	chr19	46424697	46428936	-
PNMA8A	PNMA family member 8A	chr19	46466491	46471563	-
PNMA8B	PNMA family member 8B	chr19	46486906	46495879	-
CALM3	calmodulin 3	chr19	46601074	46610787	+
PTGIR	prostaglandin I2 receptor	chr19	46618550	46625534	-
GNG8	G protein subunit gamma 8	chr19	46633953	46636649	-
DACT3	dishevelled binding antagonist of beta catenin 3	chr19	46647551	46661182	-
PRKD2	protein kinase D2	chr19	46674275	46717127	-
STRN4	striatin 4	chr19	46719511	46746994	-
FKRP	fukutin related protein	chr19	46746046	46776988	+
SLC1A5	solute carrier family 1 member 5	chr19	46774883	46788617	-
AP2S1	adaptor related protein complex 2 subunit sigma 1	chr19	46838136	46850882	-
ARHGAP35	Rho GTPase activating protein 35	chr19	46860997	47005077	+
NPAS1	neuronal PAS domain protein 1	chr19	47019474	47047242	+
TMEM160	transmembrane protein 160	chr19	47045909	47048624	-
ZC3H4	zinc finger CCCH-type containing 4	chr19	47064187	47113776	-
SAE1	SUMO1 activating enzyme subunit 1	chr19	47113274	47210636	+
BBC3	BCL2 binding component 3	chr19	47220822	47233019	-
CCDC9	coiled-coil domain containing 9	chr19	47255980	47274055	+
INAFM1	InaF motif containing 1	chr19	47274373	47277755	+
C5AR1	complement C5a receptor 1	chr19	47290023	47322066	+
C5AR2	complement C5a receptor 2	chr19	47332148	47347329	+
DHX34	DExH-box helicase 34	chr19	47349312	47383247	+
MEIS3	Meis homeobox 3	chr19	47403124	47419530	-
SLC8A2	solute carrier family 8 member A2	chr19	47428017	47471918	-
KPTN	kaptin, actin binding protein	chr19	47475141	47484265	-
NAPA	NSF attachment protein alpha	chr19	47487637	47515091	-
ZNF541	zinc finger protein 541	chr19	47520690	47573148	-
BICRA	BRD4 interacting chromatin remodeling complex associated protein	chr19	47608196	47703277	+
EHD2	EH domain containing 2	chr19	47713416	47743134	+
NOP53	NOP53 ribosome biogenesis factor	chr19	47745520	47757058	+
SELENOW	selenoprotein W	chr19	47778677	47784686	+
TPRX1	tetrapeptide repeat homeobox 1	chr19	47801232	47819051	-
CRX	cone-rod homeobox	chr19	47819779	47843330	+
TPRX2	tetrapeptide repeat homeobox 2	chr19	47859235	47861721	+
SULT2A1	sulfotransferase family 2A member 1	chr19	47870467	47886347	-
BSPH1	binder of sperm protein homolog 1	chr19	47968046	47992170	-
ELSPBP1	epididymal sperm binding protein 1	chr19	47994632	48025154	+
CABP5	calcium binding protein 5	chr19	48029383	48044079	-
PLA2G4C	phospholipase A2 group IVC	chr19	48047843	48110850	-
LIG1	DNA ligase 1	chr19	48115445	48170654	-
ZSWIM9	zinc finger SWIM-type containing 9	chr19	48170645	48197624	+
CARD8	caspase recruitment domain family member 8	chr19	48180770	48255946	-
ZNF114	zinc finger protein 114	chr19	48270041	48287743	+
ODAD1	outer dynein arm docking complex subunit 1	chr19	48296355	48321971	-
EMP3	epithelial membrane protein 3 (MAM blood group)	chr19	48321310	48330560	+
TMEM143	transmembrane protein 143	chr19	48332355	48364245	-
SYNGR4	synaptogyrin 4	chr19	48364367	48376377	+
KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	chr19	48382575	48393837	-
GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	chr19	48393668	48444931	+
GRWD1	glutamate rich WD repeat containing 1	chr19	48445824	48457022	+
KCNJ14	potassium inwardly rectifying channel subfamily J member 14	chr19	48455574	48466980	+
CYTH2	cytohesin 2	chr19	48469208	48482314	+
LMTK3	lemur tyrosine kinase 3	chr19	48485271	48513935	-
SULT2B1	sulfotransferase family 2B member 1	chr19	48552172	48599425	+
SPACA4	sperm acrosome associated 4	chr19	48606742	48607714	+
RPL18	ribosomal protein L18	chr19	48615284	48619213	-
SPHK2	sphingosine kinase 2	chr19	48619291	48630717	+
DBP	D-box binding PAR bZIP transcription factor	chr19	48630030	48637379	-
CA11	carbonic anhydrase 11	chr19	48637946	48646386	-
NTN5	netrin 5	chr19	48661407	48673081	-
FUT2	fucosyltransferase 2 (H blood group)	chr19	48695957	48705951	+
MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator	chr19	48711737	48719725	-
RASIP1	Ras interacting protein 1	chr19	48720571	48740611	-
IZUMO1	izumo sperm-oocyte fusion 1	chr19	48740852	48746909	-
FUT1	fucosyltransferase 1 (H blood group)	chr19	48748011	48755390	-
FGF21	fibroblast growth factor 21	chr19	48755524	48758333	+
BCAT2	branched chain amino acid transaminase 2	chr19	48795061	48811056	-
HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	chr19	48813014	48837064	-
PLEKHA4	pleckstrin homology domain containing A4	chr19	48837091	48868855	-
PPP1R15A	protein phosphatase 1 regulatory subunit 15A	chr19	48872212	48876291	+
TULP2	TUB like protein 2	chr19	48880965	48898744	-
NUCB1	nucleobindin 1	chr19	48900050	48923473	+
DHDH	dihydrodiol dehydrogenase	chr19	48933699	48944969	+
BAX	BCL2 associated X, apoptosis regulator	chr19	48954815	48961798	+
FTL	ferritin light chain	chr19	48965275	48967896	+
GYS1	glycogen synthase 1	chr19	48968125	48993337	-
RUVBL2	RuvB like AAA ATPase 2	chr19	48993562	49015983	+
LHB	luteinizing hormone subunit beta	chr19	49015980	49017091	-
SAXO3	stabilizer of axonemal microtubules 3	chr19	49017968	49020549	-
CGB3	chorionic gonadotropin subunit beta 3	chr19	49022869	49024333	-
CGB2	chorionic gonadotropin subunit beta 2	chr19	49031890	49033238	+
CGB1	chorionic gonadotropin subunit beta 1	chr19	49035569	49036895	-
CGB5	chorionic gonadotropin subunit beta 5	chr19	49043848	49045311	+
CGB8	chorionic gonadotropin subunit beta 8	chr19	49047638	49049125	-
CGB7	chorionic gonadotropin subunit beta 7	chr19	49054274	49058860	-
NTF4	neurotrophin 4	chr19	49061066	49065076	-
KCNA7	potassium voltage-gated channel subfamily A member 7	chr19	49067397	49072699	-
SNRNP70	small nuclear ribonucleoprotein U1 subunit 70	chr19	49085164	49108613	+
LIN7B	lin-7 homolog B, crumbs cell polarity complex component	chr19	49114324	49118460	+
C19orf73	chromosome 19 open reading frame 73	chr19	49118402	49119143	-
PPFIA3	PTPRF interacting protein alpha 3	chr19	49119418	49151027	+
HRC	histidine rich calcium binding protein	chr19	49151194	49155432	-
TRPM4	transient receptor potential cation channel subfamily M member 4	chr19	49157741	49211836	+
SLC6A16	solute carrier family 6 member 16	chr19	49289638	49325215	-
CD37	CD37 molecule	chr19	49335171	49343335	+
TEAD2	TEA domain transcription factor 2	chr19	49340585	49362729	-
DKKL1	dickkopf like acrosomal protein 1	chr19	49361783	49375116	+
KASH5	KASH domain containing 5	chr19	49388219	49417990	+
PTH2	parathyroid hormone 2	chr19	49422419	49423660	-
GFY	golgi associated olfactory signaling regulator	chr19	49423749	49428987	+
SLC17A7	solute carrier family 17 member 7	chr19	49429399	49443197	-
PIH1D1	PIH1 domain containing 1	chr19	49446291	49453537	-
ALDH16A1	aldehyde dehydrogenase 16 family member A1	chr19	49453146	49471052	+
FLT3LG	fms related receptor tyrosine kinase 3 ligand	chr19	49474150	49486233	+
RPL13A	ribosomal protein L13a	chr19	49487510	49493057	+
RPS11	ribosomal protein S11	chr19	49496365	49499708	+
FCGRT	Fc gamma receptor and transporter	chr19	49506806	49526917	+
RCN3	reticulocalbin 3	chr19	49526534	49546962	+
NOSIP	nitric oxide synthase interacting protein	chr19	49555468	49592927	-
PRRG2	proline rich and Gla domain 2	chr19	49580646	49591004	+
PRR12	proline rich 12	chr19	49591182	49626439	+
RRAS	RAS related	chr19	49635292	49640143	-
SCAF1	SR-related CTD associated factor 1	chr19	49640488	49658649	+
IRF3	interferon regulatory factor 3	chr19	49659569	49665861	-
BCL2L12	BCL2 like 12	chr19	49664622	49673916	+
PRMT1	protein arginine methyltransferase 1	chr19	49675786	49689029	+
ADM5	adrenomedullin 5 (putative)	chr19	49688953	49690575	+
CPT1C	carnitine palmitoyltransferase 1C	chr19	49690898	49713731	+
TSKS	testis specific serine kinase substrate	chr19	49739753	49763306	-
AP2A1	adaptor related protein complex 2 subunit alpha 1	chr19	49766990	49807114	+
